id;description;amount;timestamp;merchant;operation_type;side
5318;"Direct debit";-27,28;"2023-06-06 19:27:36";"Bouygues";"transfer";"debit"
5319;"Card expense at SNCF";-275,98;"2023-12-30 01:16:15";"SNCF";"payment";"debit"
5320;"Online payment";3113,05;"2023-02-01 23:37:58";"SNCF";"direct_debit";"credit"
5321;"Online payment";-863,98;"2023-04-03 09:53:05";"Veolia";"payment";"debit"
5322;"Card expense at Systeme U";2085,44;"2023-03-13 00:53:52";"Systeme U";"direct_debit";"credit"
5323;"Direct debit";-1566,77;"2023-07-27 20:18:58";"Air France";"transfer";"debit"
5324;"Invoice from Veolia";-644,29;"2024-01-26 18:04:30";"Veolia";"transfer";"debit"
5325;"Purchase at SFR";-663,96;"2023-10-24 14:02:12";"SFR";"transfer";"debit"
5326;"Subscription to RATP";983,94;"2024-01-11 08:44:28";"RATP";"refund";"credit"
5327;"Receipt from Systeme U";1790,11;"2023-09-05 13:47:28";"Systeme U";"direct_debit";"credit"
5328;"Online payment";-91,08;"2023-10-25 13:31:48";"Bouygues";"payment";"debit"
5329;"Direct debit";-1832,03;"2023-12-12 14:38:23";"Lidl";"refund";"debit"
5330;"Refund from EDF";-1878,86;"2023-05-02 17:19:54";"EDF";"direct_debit";"debit"
5331;"Incoming transfer";-1094,36;"2023-05-11 16:46:56";"Monoprix";"transfer";"debit"
5332;"Card expense at Amazon.fr";4885,27;"2023-11-10 01:25:32";"Amazon.fr";"refund";"credit"
5333;"Online payment";4768,40;"2023-04-10 09:33:45";"Intermarche";"payment";"credit"
5334;"Subscription to Uber";-1136,54;"2023-03-10 09:31:55";"Uber";"refund";"debit"
5335;"Refund from Transilien";-1633,54;"2024-02-21 04:37:57";"Transilien";"payment";"debit"
5336;"Outgoing transfer";2670,05;"2023-05-12 19:43:07";"Orange";"payment";"credit"
5337;"Outgoing transfer";-888,78;"2023-09-23 14:11:53";"Veolia";"direct_debit";"debit"
5338;"Online payment";-1396,32;"2023-03-11 03:51:09";"Uber";"refund";"debit"
5339;"Incoming transfer";-1433,27;"2023-11-03 00:50:34";"Deliveroo";"transfer";"debit"
5340;"Card expense at Intermarche";-1721,05;"2023-04-21 03:19:28";"Intermarche";"payment";"debit"
5341;"Refund from RATP";-316,64;"2023-02-26 08:20:56";"RATP";"refund";"debit"
5342;"Invoice from Orange";-1885,82;"2023-04-23 18:38:21";"Orange";"transfer";"debit"
5343;"Card expense at Monoprix";797,31;"2023-06-05 08:51:11";"Monoprix";"payment";"credit"
5344;"Direct debit";3763,36;"2023-08-19 15:05:33";"Franprix";"transfer";"credit"
5345;"Receipt from Darty";2313,49;"2024-03-10 07:02:58";"Darty";"payment";"credit"
5346;"Incoming transfer";-1543,34;"2024-01-02 14:42:37";"EDF";"transfer";"debit"
5347;"Purchase at Intermarche";-988,38;"2023-10-24 18:59:08";"Intermarche";"payment";"debit"
5348;"Refund from Monoprix";-670,37;"2023-08-22 16:10:56";"Monoprix";"transfer";"debit"
5349;"Invoice from Air France";366,13;"2023-03-06 17:04:21";"Air France";"refund";"credit"
5350;"Online payment";-446,85;"2023-09-26 11:43:40";"Fnac";"direct_debit";"debit"
5351;"Refund from EDF";-111,36;"2023-01-08 05:44:54";"EDF";"refund";"debit"
5352;"Subscription to Orange";-254,03;"2023-10-17 13:17:25";"Orange";"refund";"debit"
5353;"Card expense at Fnac";1224,48;"2023-08-25 16:27:07";"Fnac";"direct_debit";"credit"
5354;"Card expense at Uber";-957,94;"2023-08-14 16:55:41";"Uber";"direct_debit";"debit"
5355;"Direct debit";-430,46;"2024-01-10 19:13:39";"Fnac";"payment";"debit"
5356;"Incoming transfer";-141,28;"2023-01-16 01:51:38";"Orange";"payment";"debit"
5357;"Invoice from Auchan";-534,48;"2023-04-22 20:40:45";"Auchan";"transfer";"debit"
5358;"Invoice from Transilien";-1332,55;"2024-04-14 20:28:06";"Transilien";"refund";"debit"
5359;"Invoice from Transilien";4785,25;"2023-12-11 11:55:37";"Transilien";"direct_debit";"credit"
5360;"Online payment";2071,42;"2023-01-25 20:13:44";"Darty";"transfer";"credit"
5361;"Online payment";3235,04;"2023-12-02 14:35:11";"SNCF";"transfer";"credit"
5362;"Incoming transfer";-1618,09;"2023-12-16 07:15:03";"TotalEnergies";"payment";"debit"
5363;"Subscription to Veolia";-1778,41;"2023-12-19 23:39:06";"Veolia";"payment";"debit"
5364;"Purchase at Auchan";-1564,57;"2023-05-26 08:28:31";"Auchan";"direct_debit";"debit"
5365;"Incoming transfer";-710,47;"2023-07-01 22:37:03";"Air France";"direct_debit";"debit"
5366;"Receipt from SNCF";243,30;"2023-06-04 02:12:37";"SNCF";"payment";"credit"
5367;"Subscription to Deliveroo";-1021,37;"2024-01-13 04:41:34";"Deliveroo";"payment";"debit"
5368;"Purchase at EDF";-1772,56;"2023-12-23 01:06:50";"EDF";"transfer";"debit"
5369;"Outgoing transfer";4820,62;"2023-01-20 22:09:43";"Deliveroo";"transfer";"credit"
5370;"Purchase at EDF";-1191,36;"2024-04-23 08:03:57";"EDF";"payment";"debit"
5371;"Receipt from TotalEnergies";-562,04;"2023-07-01 14:28:27";"TotalEnergies";"refund";"debit"
5372;"Invoice from Auchan";-1780,53;"2023-05-17 12:07:23";"Auchan";"payment";"debit"
5373;"Subscription to Franprix";-1088,20;"2023-06-16 06:39:43";"Franprix";"transfer";"debit"
5374;"Card expense at Deliveroo";2974,81;"2023-09-10 09:07:56";"Deliveroo";"payment";"credit"
5375;"Online payment";3984,69;"2023-04-03 19:15:26";"Monoprix";"transfer";"credit"
5376;"Invoice from Monoprix";2869,32;"2023-07-01 10:31:56";"Monoprix";"refund";"credit"
5377;"Outgoing transfer";1123,33;"2023-05-12 17:41:17";"La Poste";"transfer";"credit"
5378;"Direct debit";-1189,86;"2023-08-10 12:55:24";"SFR";"refund";"debit"
5379;"Subscription to Amazon.fr";-398,71;"2023-08-08 16:33:11";"Amazon.fr";"payment";"debit"
5380;"Refund from Darty";-291,18;"2023-01-27 15:25:16";"Darty";"direct_debit";"debit"
5381;"Invoice from Bouygues";-592,54;"2023-02-21 01:02:42";"Bouygues";"direct_debit";"debit"
5382;"Receipt from EDF";-1036,03;"2023-02-01 20:19:30";"EDF";"payment";"debit"
5383;"Invoice from Fnac";1580,98;"2023-10-13 13:43:58";"Fnac";"payment";"credit"
5384;"Outgoing transfer";-1365,18;"2023-11-27 08:06:07";"Systeme U";"direct_debit";"debit"
5385;"Incoming transfer";-283,88;"2023-04-07 02:26:51";"Systeme U";"payment";"debit"
5386;"Refund from Transilien";3705,02;"2023-05-29 09:40:08";"Transilien";"payment";"credit"
5387;"Incoming transfer";4537,94;"2024-04-13 12:04:18";"SNCF";"transfer";"credit"
5388;"Incoming transfer";-18,68;"2024-04-22 23:35:11";"Deliveroo";"transfer";"debit"
5389;"Online payment";-479,98;"2023-04-11 22:56:10";"Fnac";"payment";"debit"
5390;"Online payment";-303,13;"2024-01-04 10:17:42";"TotalEnergies";"transfer";"debit"
5391;"Online payment";321,81;"2023-11-26 18:41:52";"Intermarche";"transfer";"credit"
5392;"Receipt from Monoprix";-1100,10;"2023-05-04 01:43:36";"Monoprix";"refund";"debit"
5393;"Refund from Lidl";2857,59;"2023-12-25 06:49:05";"Lidl";"payment";"credit"
5394;"Refund from Franprix";3541,33;"2023-11-24 01:33:03";"Franprix";"transfer";"credit"
5395;"Receipt from RATP";3981,18;"2023-03-15 15:50:04";"RATP";"refund";"credit"
5396;"Direct debit";-52,55;"2023-05-30 00:45:39";"La Poste";"direct_debit";"debit"
5397;"Direct debit";1689,06;"2023-08-15 15:41:14";"Uber";"payment";"credit"
5398;"Online payment";2295,88;"2024-03-23 17:34:31";"TotalEnergies";"refund";"credit"
5399;"Direct debit";-1100,11;"2024-03-08 01:14:35";"SFR";"direct_debit";"debit"
5400;"Invoice from Amazon.fr";-1566,33;"2023-01-31 05:31:49";"Amazon.fr";"transfer";"debit"
5401;"Incoming transfer";-1821,45;"2023-07-14 11:08:17";"RATP";"direct_debit";"debit"
5402;"Subscription to Bouygues";-356,09;"2023-08-18 10:01:56";"Bouygues";"transfer";"debit"
5403;"Online payment";-1800,26;"2023-02-08 20:43:50";"Fnac";"payment";"debit"
5404;"Subscription to Lidl";-1573,06;"2023-03-21 01:16:06";"Lidl";"refund";"debit"
5405;"Refund from Carrefour";1447,71;"2023-12-17 16:20:01";"Carrefour";"payment";"credit"
5406;"Purchase at Deliveroo";-1235,67;"2023-06-26 14:46:26";"Deliveroo";"payment";"debit"
5407;"Outgoing transfer";-1310,02;"2023-03-31 01:41:04";"Monoprix";"transfer";"debit"
5408;"Receipt from Systeme U";-1042,59;"2023-02-23 06:50:15";"Systeme U";"direct_debit";"debit"
5409;"Receipt from Lidl";3861,13;"2023-03-02 10:08:34";"Lidl";"refund";"credit"
5410;"Subscription to Darty";-1059,96;"2024-04-17 14:44:39";"Darty";"direct_debit";"debit"
5411;"Refund from Orange";-488,26;"2023-06-29 22:02:00";"Orange";"transfer";"debit"
5412;"Subscription to Bouygues";-1570,50;"2023-11-02 03:03:29";"Bouygues";"transfer";"debit"
5413;"Outgoing transfer";-439,32;"2023-06-01 15:49:41";"TotalEnergies";"direct_debit";"debit"
5414;"Subscription to EDF";3588,75;"2023-11-08 21:30:01";"EDF";"payment";"credit"
5415;"Invoice from Amazon.fr";140,37;"2023-08-07 16:02:56";"Amazon.fr";"refund";"credit"
5416;"Incoming transfer";-1498,37;"2024-03-16 04:43:59";"Darty";"transfer";"debit"
5417;"Incoming transfer";3316,31;"2023-09-22 15:53:55";"Amazon.fr";"direct_debit";"credit"
5418;"Receipt from Veolia";-156,36;"2023-02-07 16:34:24";"Veolia";"transfer";"debit"
5419;"Subscription to Deliveroo";-675,57;"2023-08-30 15:38:49";"Deliveroo";"transfer";"debit"
5420;"Direct debit";-1497,87;"2024-04-10 21:05:08";"Intermarche";"refund";"debit"
5421;"Refund from Franprix";588,41;"2023-10-23 03:48:59";"Franprix";"payment";"credit"
5422;"Incoming transfer";-1941,44;"2023-11-01 08:36:38";"SNCF";"direct_debit";"debit"
5423;"Direct debit";-1509,03;"2023-11-16 03:30:59";"Monoprix";"payment";"debit"
5424;"Receipt from Leclerc";480,10;"2023-05-30 17:21:43";"Leclerc";"refund";"credit"
5425;"Invoice from Veolia";-1562,56;"2023-04-12 23:08:01";"Veolia";"transfer";"debit"
5426;"Invoice from Deliveroo";-408,35;"2023-10-01 22:49:23";"Deliveroo";"direct_debit";"debit"
5427;"Incoming transfer";-1483,82;"2023-04-11 00:29:00";"La Poste";"transfer";"debit"
5428;"Receipt from Transilien";3444,33;"2023-06-05 11:38:31";"Transilien";"payment";"credit"
5429;"Purchase at SFR";-1297,09;"2024-01-15 21:50:26";"SFR";"transfer";"debit"
5430;"Purchase at Transilien";2158,22;"2023-01-30 10:27:37";"Transilien";"payment";"credit"
5431;"Purchase at Transilien";-1083,30;"2023-05-15 07:58:21";"Transilien";"transfer";"debit"
5432;"Purchase at Uber";-1067,54;"2023-11-10 16:19:26";"Uber";"refund";"debit"
5433;"Purchase at Deliveroo";-1636,00;"2024-04-08 00:08:36";"Deliveroo";"direct_debit";"debit"
5434;"Invoice from Lidl";661,72;"2023-09-09 07:55:33";"Lidl";"payment";"credit"
5435;"Receipt from Darty";-1708,97;"2023-01-25 04:26:16";"Darty";"direct_debit";"debit"
5436;"Outgoing transfer";-1386,43;"2024-03-27 06:53:55";"Amazon.fr";"transfer";"debit"
5437;"Online payment";-981,96;"2023-04-14 16:38:33";"La Poste";"refund";"debit"
5438;"Incoming transfer";374,39;"2023-03-20 17:54:24";"Uber";"refund";"credit"
5439;"Online payment";-877,23;"2024-03-07 13:58:23";"Intermarche";"direct_debit";"debit"
5440;"Online payment";3790,50;"2023-09-03 01:39:00";"Orange";"direct_debit";"credit"
5441;"Card expense at Transilien";-469,03;"2023-05-28 06:18:22";"Transilien";"direct_debit";"debit"
5442;"Invoice from Uber";4162,30;"2023-01-25 16:27:42";"Uber";"refund";"credit"
5443;"Subscription to Amazon.fr";-251,22;"2023-05-07 22:17:44";"Amazon.fr";"transfer";"debit"
5444;"Invoice from Lidl";-1120,03;"2023-03-18 00:46:33";"Lidl";"payment";"debit"
5445;"Card expense at Systeme U";-1927,97;"2024-03-27 02:12:21";"Systeme U";"payment";"debit"
5446;"Receipt from Orange";4018,14;"2023-08-17 23:37:57";"Orange";"direct_debit";"credit"
5447;"Purchase at Monoprix";1152,94;"2023-01-12 23:09:13";"Monoprix";"transfer";"credit"
5448;"Subscription to Bouygues";2034,50;"2023-02-16 22:40:55";"Bouygues";"payment";"credit"
5449;"Invoice from Monoprix";528,83;"2024-01-16 20:58:45";"Monoprix";"transfer";"credit"
5450;"Card expense at Franprix";-590,42;"2023-12-07 08:16:41";"Franprix";"payment";"debit"
5451;"Refund from Intermarche";1450,97;"2024-02-14 04:20:15";"Intermarche";"direct_debit";"credit"
5452;"Outgoing transfer";-1195,73;"2024-02-08 10:55:47";"RATP";"transfer";"debit"
5453;"Outgoing transfer";-338,76;"2023-01-12 09:50:45";"Amazon.fr";"transfer";"debit"
5454;"Outgoing transfer";-124,33;"2023-11-15 19:30:21";"Auchan";"payment";"debit"
5455;"Receipt from Amazon.fr";-1990,67;"2023-03-19 07:34:00";"Amazon.fr";"transfer";"debit"
5456;"Incoming transfer";54,54;"2024-04-19 15:22:36";"La Poste";"refund";"credit"
5457;"Invoice from Lidl";-379,19;"2023-06-15 05:42:06";"Lidl";"transfer";"debit"
5458;"Online payment";-234,36;"2024-03-30 23:58:06";"SFR";"direct_debit";"debit"
5459;"Direct debit";-1511,81;"2023-04-27 21:28:33";"TotalEnergies";"transfer";"debit"
5460;"Purchase at La Poste";1632,00;"2023-10-17 00:36:12";"La Poste";"transfer";"credit"
5461;"Direct debit";1401,65;"2023-07-25 17:18:47";"Franprix";"refund";"credit"
5462;"Invoice from TotalEnergies";-1500,42;"2023-03-15 03:47:56";"TotalEnergies";"refund";"debit"
5463;"Refund from Fnac";-1509,32;"2023-05-22 07:43:37";"Fnac";"direct_debit";"debit"
5464;"Subscription to Air France";-656,58;"2023-09-15 00:32:59";"Air France";"refund";"debit"
5465;"Card expense at Deliveroo";4108,72;"2023-07-02 12:51:10";"Deliveroo";"direct_debit";"credit"
5466;"Outgoing transfer";-1811,37;"2023-08-19 01:45:08";"Lidl";"refund";"debit"
5467;"Incoming transfer";-1640,29;"2024-02-16 12:25:00";"La Poste";"direct_debit";"debit"
5468;"Card expense at Carrefour";-1353,05;"2023-08-22 08:57:00";"Carrefour";"direct_debit";"debit"
5469;"Direct debit";2612,42;"2023-11-19 06:17:02";"Systeme U";"direct_debit";"credit"
5470;"Purchase at Orange";-1345,39;"2024-03-03 15:30:09";"Orange";"payment";"debit"
5471;"Refund from Lidl";-1787,60;"2023-05-15 17:50:51";"Lidl";"direct_debit";"debit"
5472;"Direct debit";2938,43;"2023-12-02 06:45:27";"TotalEnergies";"direct_debit";"credit"
5473;"Outgoing transfer";-649,97;"2023-06-16 18:36:32";"Darty";"refund";"debit"
5474;"Invoice from Carrefour";4031,08;"2023-07-09 19:17:23";"Carrefour";"transfer";"credit"
5475;"Refund from Lidl";-1481,42;"2023-07-13 07:00:46";"Lidl";"transfer";"debit"
5476;"Subscription to RATP";-1915,39;"2023-03-19 04:20:56";"RATP";"refund";"debit"
5477;"Invoice from Leclerc";4628,62;"2023-06-02 00:46:26";"Leclerc";"direct_debit";"credit"
5478;"Incoming transfer";3512,59;"2023-11-23 20:02:00";"Systeme U";"payment";"credit"
5479;"Card expense at Uber";-735,97;"2023-03-21 08:12:00";"Uber";"payment";"debit"
5480;"Purchase at EDF";-1191,97;"2023-02-03 14:17:44";"EDF";"refund";"debit"
5481;"Online payment";-601,11;"2023-06-02 17:06:21";"EDF";"refund";"debit"
5482;"Online payment";827,21;"2023-08-09 17:17:53";"TotalEnergies";"transfer";"credit"
5483;"Refund from Fnac";-528,96;"2023-05-19 18:03:20";"Fnac";"direct_debit";"debit"
5484;"Receipt from Bouygues";1667,13;"2023-11-05 09:00:54";"Bouygues";"payment";"credit"
5485;"Incoming transfer";-1061,96;"2024-03-05 05:16:10";"TotalEnergies";"refund";"debit"
5486;"Card expense at SFR";-1368,13;"2023-10-13 09:40:14";"SFR";"refund";"debit"
5487;"Purchase at Fnac";211,74;"2024-01-09 13:48:03";"Fnac";"direct_debit";"credit"
5488;"Purchase at Leclerc";-1364,90;"2024-04-04 08:06:39";"Leclerc";"direct_debit";"debit"
5489;"Refund from Air France";4192,07;"2023-06-16 15:30:03";"Air France";"direct_debit";"credit"
5490;"Receipt from La Poste";3187,67;"2024-03-25 07:21:28";"La Poste";"payment";"credit"
5491;"Refund from Fnac";-1564,56;"2023-12-14 15:01:09";"Fnac";"refund";"debit"
5492;"Subscription to Fnac";-1469,70;"2023-08-04 00:48:33";"Fnac";"payment";"debit"
5493;"Outgoing transfer";-1179,33;"2023-08-12 02:50:55";"Lidl";"transfer";"debit"
5494;"Subscription to Orange";1136,45;"2023-06-04 19:21:50";"Orange";"transfer";"credit"
5495;"Outgoing transfer";-602,63;"2023-06-18 10:59:53";"Franprix";"payment";"debit"
5496;"Refund from Orange";3293,77;"2023-07-24 17:55:43";"Orange";"refund";"credit"
5497;"Direct debit";4950,43;"2023-03-25 01:49:21";"Orange";"transfer";"credit"
5498;"Direct debit";2282,57;"2024-04-16 11:24:59";"Transilien";"payment";"credit"
5499;"Invoice from Franprix";582,32;"2023-02-20 13:13:45";"Franprix";"direct_debit";"credit"
5500;"Direct debit";-1619,47;"2023-01-24 13:01:54";"Fnac";"payment";"debit"
5501;"Receipt from Amazon.fr";-904,57;"2023-06-25 13:45:04";"Amazon.fr";"transfer";"debit"
5502;"Refund from Amazon.fr";4949,08;"2023-08-12 11:22:40";"Amazon.fr";"transfer";"credit"
5503;"Invoice from Carrefour";-1555,00;"2024-01-11 12:59:16";"Carrefour";"refund";"debit"
5504;"Subscription to Veolia";-486,65;"2024-02-29 08:58:46";"Veolia";"transfer";"debit"
5505;"Incoming transfer";-70,88;"2023-03-10 11:21:03";"Bouygues";"payment";"debit"
5506;"Refund from Bouygues";-1634,69;"2023-03-08 18:12:02";"Bouygues";"transfer";"debit"
5507;"Purchase at Orange";-852,96;"2024-02-20 10:50:34";"Orange";"direct_debit";"debit"
5508;"Invoice from EDF";-432,23;"2023-07-27 12:53:25";"EDF";"transfer";"debit"
5509;"Receipt from Auchan";2019,35;"2023-11-28 20:31:10";"Auchan";"payment";"credit"
5510;"Refund from Franprix";-1510,53;"2023-10-06 21:05:45";"Franprix";"transfer";"debit"
5511;"Invoice from Deliveroo";-1343,34;"2023-01-29 12:58:33";"Deliveroo";"refund";"debit"
5512;"Card expense at SNCF";4830,49;"2023-02-07 05:12:20";"SNCF";"transfer";"credit"
5513;"Outgoing transfer";-696,90;"2023-04-07 19:26:27";"Darty";"transfer";"debit"
5514;"Online payment";-1574,99;"2024-01-31 11:27:55";"Systeme U";"transfer";"debit"
5515;"Invoice from Systeme U";-1426,07;"2023-08-16 09:23:19";"Systeme U";"refund";"debit"
5516;"Incoming transfer";2905,48;"2024-03-27 19:39:41";"Leclerc";"direct_debit";"credit"
5517;"Incoming transfer";-1828,11;"2023-12-08 14:13:57";"EDF";"refund";"debit"
5518;"Online payment";-1652,06;"2023-04-05 17:33:48";"Intermarche";"transfer";"debit"
5519;"Purchase at Lidl";-1621,18;"2023-03-31 23:58:24";"Lidl";"transfer";"debit"
5520;"Card expense at Orange";3069,62;"2023-04-26 07:44:03";"Orange";"direct_debit";"credit"
5521;"Card expense at EDF";1340,50;"2023-02-07 15:44:05";"EDF";"direct_debit";"credit"
5522;"Refund from Fnac";-786,98;"2023-02-09 05:19:11";"Fnac";"direct_debit";"debit"
5523;"Direct debit";-1419,69;"2023-03-07 09:00:29";"Uber";"payment";"debit"
5524;"Card expense at Amazon.fr";-1991,54;"2024-04-11 11:10:19";"Amazon.fr";"transfer";"debit"
5525;"Refund from Deliveroo";894,51;"2023-10-06 10:26:30";"Deliveroo";"payment";"credit"
5526;"Subscription to Carrefour";-1325,73;"2023-08-20 11:49:47";"Carrefour";"direct_debit";"debit"
5527;"Refund from Amazon.fr";4622,96;"2024-02-07 09:21:28";"Amazon.fr";"direct_debit";"credit"
5528;"Receipt from Veolia";404,55;"2023-10-15 05:40:02";"Veolia";"transfer";"credit"
5529;"Online payment";-1164,96;"2023-01-18 18:28:45";"Intermarche";"refund";"debit"
5530;"Card expense at Systeme U";-486,02;"2024-03-16 21:37:35";"Systeme U";"transfer";"debit"
5531;"Subscription to Veolia";3341,72;"2023-07-02 10:00:28";"Veolia";"payment";"credit"
5532;"Online payment";-1310,32;"2023-01-22 12:30:50";"RATP";"refund";"debit"
5533;"Card expense at Monoprix";4443,14;"2023-10-07 05:15:38";"Monoprix";"direct_debit";"credit"
5534;"Incoming transfer";-139,13;"2023-02-23 08:39:23";"Carrefour";"refund";"debit"
5535;"Purchase at SNCF";4309,01;"2023-11-12 10:13:01";"SNCF";"direct_debit";"credit"
5536;"Incoming transfer";-1510,43;"2023-10-01 04:31:39";"TotalEnergies";"transfer";"debit"
5537;"Purchase at Uber";3328,29;"2023-08-13 16:58:37";"Uber";"refund";"credit"
5538;"Outgoing transfer";545,76;"2024-04-05 17:38:57";"Franprix";"payment";"credit"
5539;"Receipt from Leclerc";3011,26;"2023-10-17 02:53:51";"Leclerc";"direct_debit";"credit"
5540;"Receipt from Monoprix";-354,65;"2023-10-25 01:50:55";"Monoprix";"transfer";"debit"
5541;"Card expense at Orange";-259,94;"2023-11-28 17:16:47";"Orange";"refund";"debit"
5542;"Subscription to Systeme U";-631,82;"2023-03-06 16:19:52";"Systeme U";"direct_debit";"debit"
5543;"Direct debit";-1712,37;"2023-03-20 15:16:12";"Lidl";"transfer";"debit"
5544;"Invoice from Amazon.fr";-784,53;"2023-07-15 15:09:38";"Amazon.fr";"transfer";"debit"
5545;"Card expense at Deliveroo";2722,81;"2023-06-30 03:58:52";"Deliveroo";"transfer";"credit"
5546;"Receipt from Orange";3187,52;"2023-10-03 20:41:22";"Orange";"payment";"credit"
5547;"Outgoing transfer";-1227,24;"2023-09-28 08:46:30";"La Poste";"payment";"debit"
5548;"Online payment";4137,20;"2023-07-16 22:18:02";"Systeme U";"refund";"credit"
5549;"Receipt from Air France";-1869,35;"2023-05-09 22:47:39";"Air France";"refund";"debit"
5550;"Direct debit";4199,00;"2023-03-15 22:14:19";"TotalEnergies";"payment";"credit"
5551;"Invoice from Deliveroo";-1034,01;"2023-10-06 10:12:57";"Deliveroo";"refund";"debit"
